Regulon	CellType	RelativeActivity
6885	HDAC2(+)	MkEP_HC_no_chr21amp	1.53840528176926
6887	HES6(+)	MkEP_HC_no_chr21amp	0.999589908920509
6888	HES7(+)	MkEP_HC_no_chr21amp	1.05169480049133
6892	HMGA1(+)	MkEP_HC_no_chr21amp	1.4267801790237
6893	HMGB3(+)	MkEP_HC_no_chr21amp	0.995371438676393
6894	HNF4A(+)	MkEP_HC_no_chr21amp	0.356389323316296
6896	HOXA10(+)	MkEP_HC_no_chr21amp	0.607961802456904
6919	IRX5(+)	MkEP_HC_no_chr21amp	0.09454353509218
6924	JUND(+)	MkEP_HC_no_chr21amp	0.2685036999885
6925	KDM5A(+)	MkEP_HC_no_chr21amp	1.06992767592641
6926	KLF1(+)	MkEP_HC_no_chr21amp	0.733283232330502
6930	KLF15(+)	MkEP_HC_no_chr21amp	0.699170284956093
6933	KLF3(+)	MkEP_HC_no_chr21amp	0.00482351135543641
6948	MAX(+)	MkEP_HC_no_chr21amp	0.33332723132665
6949	MAZ(+)	MkEP_HC_no_chr21amp	1.26148113248449
6961	MXD4(+)	MkEP_HC_no_chr21amp	0.491458336090534
6963	MYB(+)	MkEP_HC_no_chr21amp	0.507025872731137
6965	MYC(+)	MkEP_HC_no_chr21amp	1.48652490405038
6966	MYEF2(+)	MkEP_HC_no_chr21amp	0.579274635788741
6981	NR2C1(+)	MkEP_HC_no_chr21amp	1.72555650851135
6990	PBX1(+)	MkEP_HC_no_chr21amp	0.457023740791556
6993	PDLIM5(+)	MkEP_HC_no_chr21amp	0.482831736604953
6994	PHF8(+)	MkEP_HC_no_chr21amp	0.537112800361649
6997	POLE3(+)	MkEP_HC_no_chr21amp	0.762283778870356
6999	POLR2A(+)	MkEP_HC_no_chr21amp	0.192893499303397
7001	POLR3G(+)	MkEP_HC_no_chr21amp	0.550570107075064
7017	PRRX2(+)	MkEP_HC_no_chr21amp	0.066720020489524
7019	RAD21(+)	MkEP_HC_no_chr21amp	0.547182632330312
7021	RARB(+)	MkEP_HC_no_chr21amp	0.617109632023473
7028	REST(+)	MkEP_HC_no_chr21amp	0.659231576742951
7032	RFX5(+)	MkEP_HC_no_chr21amp	0.253760474546163
7034	RHOXF1(+)	MkEP_HC_no_chr21amp	0.799064066200304
7048	SMARCA4(+)	MkEP_HC_no_chr21amp	1.44257089393145
7053	SOX4(+)	MkEP_HC_no_chr21amp	0.861448238104299
7055	SOX6(+)	MkEP_HC_no_chr21amp	0.00103766094073913
7056	SOX7(+)	MkEP_HC_no_chr21amp	0.902648501107783
7060	SPDEF(+)	MkEP_HC_no_chr21amp	0.183360421282716
7063	SREBF1(+)	MkEP_HC_no_chr21amp	0.0720908495197764
7070	STAT5A(+)	MkEP_HC_no_chr21amp	1.10163945628016
7071	STAT5B(+)	MkEP_HC_no_chr21amp	0.383139577554382
7074	SUZ12(+)	MkEP_HC_no_chr21amp	1.45919330006964
7075	TAF1(+)	MkEP_HC_no_chr21amp	0.453308942434533
7076	TAF7(+)	MkEP_HC_no_chr21amp	0.843490838332682
7077	TAL1(+)	MkEP_HC_no_chr21amp	0.134067309425864
7081	TCF12(+)	MkEP_HC_no_chr21amp	0.405935489669958
7091	TFDP1(+)	MkEP_HC_no_chr21amp	0.655089871751292
7095	TP53(+)	MkEP_HC_no_chr21amp	1.06312242661112
7097	UBTF(+)	MkEP_HC_no_chr21amp	0.361297353693447
7102	VEZF1(+)	MkEP_HC_no_chr21amp	0.549987723541409
7103	WRNIP1(+)	MkEP_HC_no_chr21amp	1.70721210945209
7104	WT1(+)	MkEP_HC_no_chr21amp	0.159049588761322
7107	YBX1(+)	MkEP_HC_no_chr21amp	0.934567011642591
7108	YEATS4(+)	MkEP_HC_no_chr21amp	0.7428726928923
7109	YY1(+)	MkEP_HC_no_chr21amp	1.71595236195394
7111	ZBTB5(+)	MkEP_HC_no_chr21amp	0.131813656353341
7119	ZNF132(+)	MkEP_HC_no_chr21amp	0.182452117260196
7122	ZNF18(+)	MkEP_HC_no_chr21amp	1.54565299016368
7124	ZNF215(+)	MkEP_HC_no_chr21amp	0.362027857881609
7132	ZNF443(+)	MkEP_HC_no_chr21amp	0.100487482090175
7136	ZNF563(+)	MkEP_HC_no_chr21amp	0.389845483020225
7137	ZNF575(+)	MkEP_HC_no_chr21amp	0.393197913510331
7138	ZNF624(+)	MkEP_HC_no_chr21amp	0.639689394747289
7140	ZNF711(+)	MkEP_HC_no_chr21amp	0.752440863000825
7142	ZNF821(+)	MkEP_HC_no_chr21amp	0.0940571824315248
7146	AKR1A1(+)	MkEP_MPNAML_chr21amp	0.616033050135215
7149	ARNT(+)	MkEP_MPNAML_chr21amp	0.258738451418323
7150	ARX(+)	MkEP_MPNAML_chr21amp	1.88320614990331
7153	ATF2(+)	MkEP_MPNAML_chr21amp	0.0931019838748723
7161	BCL11A(+)	MkEP_MPNAML_chr21amp	0.70587400660635
7174	CENPB(+)	MkEP_MPNAML_chr21amp	1.23923651212341
7175	CERS5(+)	MkEP_MPNAML_chr21amp	0.0860234596911468
7180	CREB1(+)	MkEP_MPNAML_chr21amp	1.24184569329535
7183	CREB3L2(+)	MkEP_MPNAML_chr21amp	0.160416234634497
7184	CREB5(+)	MkEP_MPNAML_chr21amp	1.00808416000707
7186	CSNK2B(+)	MkEP_MPNAML_chr21amp	1.13836531840433
7192	DLX1(+)	MkEP_MPNAML_chr21amp	1.91077358337837
7193	DMRTA1(+)	MkEP_MPNAML_chr21amp	0.59490674758312
7196	E2F3(+)	MkEP_MPNAML_chr21amp	0.0307792059157896
7198	E2F6(+)	MkEP_MPNAML_chr21amp	0.207851849741371
7210	ELK4(+)	MkEP_MPNAML_chr21amp	0.126566105775293
7215	ETS2(+)	MkEP_MPNAML_chr21amp	1.23425250480783
7216	ETV2(+)	MkEP_MPNAML_chr21amp	0.660715221801958
7218	ETV4(+)	MkEP_MPNAML_chr21amp	1.89813493240583
7219	ETV6(+)	MkEP_MPNAML_chr21amp	0.148821598334378
7222	FLI1(+)	MkEP_MPNAML_chr21amp	1.12966995172015
7228	FOXC1(+)	MkEP_MPNAML_chr21amp	0.261538670696572
7229	FOXD2(+)	MkEP_MPNAML_chr21amp	1.18845025836474
7231	FOXJ1(+)	MkEP_MPNAML_chr21amp	1.08390835815627
7232	FOXJ2(+)	MkEP_MPNAML_chr21amp	0.956609108844324
7233	FOXJ3(+)	MkEP_MPNAML_chr21amp	0.403510436789989
7238	FOXN3(+)	MkEP_MPNAML_chr21amp	1.16878007960235
7243	FOXP1(+)	MkEP_MPNAML_chr21amp	1.17694031325131
7244	FOXP2(+)	MkEP_MPNAML_chr21amp	0.532436792874803
7246	GATA1(+)	MkEP_MPNAML_chr21amp	0.944406767934724
7247	GATA2(+)	MkEP_MPNAML_chr21amp	2.01038312878367
7249	GATA5(+)	MkEP_MPNAML_chr21amp	0.865702882110209
7253	GRHPR(+)	MkEP_MPNAML_chr21amp	0.623124548492598
7256	GTF2F1(+)	MkEP_MPNAML_chr21amp	0.763822667323042
7258	GTF3A(+)	MkEP_MPNAML_chr21amp	0.891649970857373
7261	HDAC2(+)	MkEP_MPNAML_chr21amp	0.674894542796464
7264	HES7(+)	MkEP_MPNAML_chr21amp	0.552625602319213
7268	HMGA1(+)	MkEP_MPNAML_chr21amp	0.707898730375131
7269	HMGB3(+)	MkEP_MPNAML_chr21amp	0.926946509966542
7270	HNF4A(+)	MkEP_MPNAML_chr21amp	1.11249110574752
7271	HOMEZ(+)	MkEP_MPNAML_chr21amp	0.033201542954297
7272	HOXA10(+)	MkEP_MPNAML_chr21amp	0.337130053721454
7273	HOXA2(+)	MkEP_MPNAML_chr21amp	0.0833224653643692
7274	HOXA3(+)	MkEP_MPNAML_chr21amp	0.241964869958839
7275	HOXA4(+)	MkEP_MPNAML_chr21amp	0.969984363252715
7276	HOXA5(+)	MkEP_MPNAML_chr21amp	0.200029948259859
7277	HOXA6(+)	MkEP_MPNAML_chr21amp	0.0362320984206144
7278	HOXA9(+)	MkEP_MPNAML_chr21amp	1.00691085511017
7279	HOXB2(+)	MkEP_MPNAML_chr21amp	0.735272491015379
7280	HOXB5(+)	MkEP_MPNAML_chr21amp	0.909701592569443
7283	HSF5(+)	MkEP_MPNAML_chr21amp	0.0249619891412407
7285	IKZF1(+)	MkEP_MPNAML_chr21amp	0.040383812611494
7286	IKZF2(+)	MkEP_MPNAML_chr21amp	0.101805042306759
7300	JUND(+)	MkEP_MPNAML_chr21amp	0.0105433427121462
7302	KLF1(+)	MkEP_MPNAML_chr21amp	0.104209695817343
7314	KLRG1(+)	MkEP_MPNAML_chr21amp	1.61443431388623
7324	MAX(+)	MkEP_MPNAML_chr21amp	1.52900478316456
7325	MAZ(+)	MkEP_MPNAML_chr21amp	0.551685797966483
7326	MECP2(+)	MkEP_MPNAML_chr21amp	0.120664194993868
7328	MEF2C(+)	MkEP_MPNAML_chr21amp	2.3998154641444
7335	MTA3(+)	MkEP_MPNAML_chr21amp	0.00190007881056817
7339	MYB(+)	MkEP_MPNAML_chr21amp	1.50038993560255
7340	MYBL1(+)	MkEP_MPNAML_chr21amp	0.358275253061259
7341	MYC(+)	MkEP_MPNAML_chr21amp	0.786488144633167
7343	MZF1(+)	MkEP_MPNAML_chr21amp	0.701200164274287
7346	NFATC3(+)	MkEP_MPNAML_chr21amp	1.6776529925765
7348	NFE2L3(+)	MkEP_MPNAML_chr21amp	0.837092281966685
7358	NR2F6(+)	MkEP_MPNAML_chr21amp	0.618139852871126
7359	NR5A1(+)	MkEP_MPNAML_chr21amp	0.0949529226062416
7361	ONECUT2(+)	MkEP_MPNAML_chr21amp	0.652070668164022
7366	PBX1(+)	MkEP_MPNAML_chr21amp	0.938021686399458
7367	PBX3(+)	MkEP_MPNAML_chr21amp	0.569321810439575
7369	PDLIM5(+)	MkEP_MPNAML_chr21amp	1.20938691497235
7372	PML(+)	MkEP_MPNAML_chr21amp	0.206185315594829
7373	POLE3(+)	MkEP_MPNAML_chr21amp	0.268545381546647
7377	POLR3G(+)	MkEP_MPNAML_chr21amp	0.815498892521579
7380	POU2F1(+)	MkEP_MPNAML_chr21amp	0.785556492797072
7390	PRDM16(+)	MkEP_MPNAML_chr21amp	0.302774811599809
7391	PRDM5(+)	MkEP_MPNAML_chr21amp	0.15202441490648
7393	PRRX2(+)	MkEP_MPNAML_chr21amp	0.632398340262309
7397	RARB(+)	MkEP_MPNAML_chr21amp	2.21502458119759
7404	REST(+)	MkEP_MPNAML_chr21amp	2.56524208545446
7407	RFX3(+)	MkEP_MPNAML_chr21amp	0.473681646106782
7409	RFXANK(+)	MkEP_MPNAML_chr21amp	0.13778248986536
7410	RHOXF1(+)	MkEP_MPNAML_chr21amp	2.39275196553377
7417	SETBP1(+)	MkEP_MPNAML_chr21amp	0.122942301588035
7420	SIX4(+)	MkEP_MPNAML_chr21amp	3.21343999135357
7424	SMARCA4(+)	MkEP_MPNAML_chr21amp	0.216115851598427
7426	SOX13(+)	MkEP_MPNAML_chr21amp	0.34752908288417
7428	SOX18(+)	MkEP_MPNAML_chr21amp	0.684834092957373
7429	SOX4(+)	MkEP_MPNAML_chr21amp	2.41277303948669
7432	SOX7(+)	MkEP_MPNAML_chr21amp	0.103444940688102
7436	SPDEF(+)	MkEP_MPNAML_chr21amp	0.999911886564831
7446	STAT5A(+)	MkEP_MPNAML_chr21amp	2.08959592551164
7447	STAT5B(+)	MkEP_MPNAML_chr21amp	1.98618465331944
7451	TAF1(+)	MkEP_MPNAML_chr21amp	2.11860929148879
7452	TAF7(+)	MkEP_MPNAML_chr21amp	0.412092081014945
7453	TAL1(+)	MkEP_MPNAML_chr21amp	0.452289534132942
7456	TBX6(+)	MkEP_MPNAML_chr21amp	2.65242491519688
7457	TCF12(+)	MkEP_MPNAML_chr21amp	0.644317823939055
7463	TEAD3(+)	MkEP_MPNAML_chr21amp	0.32929333841871
7466	TFCP2L1(+)	MkEP_MPNAML_chr21amp	0.198255533783147
7472	TWIST1(+)	MkEP_MPNAML_chr21amp	0.765476221305657
7473	UBTF(+)	MkEP_MPNAML_chr21amp	1.02254176721543
7479	WRNIP1(+)	MkEP_MPNAML_chr21amp	2.80427324777256
7480	WT1(+)	MkEP_MPNAML_chr21amp	2.04998211271143
7483	YBX1(+)	MkEP_MPNAML_chr21amp	0.540277710910529
7485	YY1(+)	MkEP_MPNAML_chr21amp	1.44631350206381
7490	ZEB1(+)	MkEP_MPNAML_chr21amp	0.252200062082382
7491	ZFP57(+)	MkEP_MPNAML_chr21amp	0.115958125983825
7492	ZFP62(+)	MkEP_MPNAML_chr21amp	1.80757293475793
7494	ZMIZ1(+)	MkEP_MPNAML_chr21amp	0.120057431728918
7498	ZNF18(+)	MkEP_MPNAML_chr21amp	0.44099917329013
7505	ZNF324(+)	MkEP_MPNAML_chr21amp	2.79952030899374
7510	ZNF525(+)	MkEP_MPNAML_chr21amp	0.132020195098371
7513	ZNF575(+)	MkEP_MPNAML_chr21amp	1.03611639856314
7514	ZNF624(+)	MkEP_MPNAML_chr21amp	0.837799341398008
7515	ZNF697(+)	MkEP_MPNAML_chr21amp	0.143963638468671
7516	ZNF711(+)	MkEP_MPNAML_chr21amp	1.08016366691984
7526	ARX(+)	MkEP_MPNAML_no_chr21amp	0.603555071925589
7529	ATF2(+)	MkEP_MPNAML_no_chr21amp	0.107729706316347
7540	BCLAF1(+)	MkEP_MPNAML_no_chr21amp	0.622972561792804
7541	BDP1(+)	MkEP_MPNAML_no_chr21amp	0.509596916111404
7543	BRCA1(+)	MkEP_MPNAML_no_chr21amp	0.527204026288704
7550	CENPB(+)	MkEP_MPNAML_no_chr21amp	0.473608438017581
7555	CLOCK(+)	MkEP_MPNAML_no_chr21amp	0.560393451994478
7556	CREB1(+)	MkEP_MPNAML_no_chr21amp	1.26689372176278
7562	CSNK2B(+)	MkEP_MPNAML_no_chr21amp	0.448851603437883
7563	CTCF(+)	MkEP_MPNAML_no_chr21amp	0.0509513878577745
7569	DMRTA1(+)	MkEP_MPNAML_no_chr21amp	1.98625661436392
7570	E2F1(+)	MkEP_MPNAML_no_chr21amp	0.456976118068594
7573	E2F4(+)	MkEP_MPNAML_no_chr21amp	0.0511211785194825
7591	ETS2(+)	MkEP_MPNAML_no_chr21amp	0.15814623180477
7594	ETV4(+)	MkEP_MPNAML_no_chr21amp	0.763230582210431
7597	EZH2(+)	MkEP_MPNAML_no_chr21amp	0.458706947679889
7598	FLI1(+)	MkEP_MPNAML_no_chr21amp	0.049303946532662
7605	FOXD2(+)	MkEP_MPNAML_no_chr21amp	1.40041298844039
7607	FOXJ1(+)	MkEP_MPNAML_no_chr21amp	2.76964757328854
7608	FOXJ2(+)	MkEP_MPNAML_no_chr21amp	1.7718230344402
7619	FOXP1(+)	MkEP_MPNAML_no_chr21amp	0.692277532160752
7620	FOXP2(+)	MkEP_MPNAML_no_chr21amp	0.760202548881685
7622	GATA1(+)	MkEP_MPNAML_no_chr21amp	1.01907728728826
7623	GATA2(+)	MkEP_MPNAML_no_chr21amp	1.026399482718
7625	GATA5(+)	MkEP_MPNAML_no_chr21amp	0.221751148423959
7629	GRHPR(+)	MkEP_MPNAML_no_chr21amp	0.609653045694996
7630	GSC(+)	MkEP_MPNAML_no_chr21amp	0.442322246056238
7631	GTF2B(+)	MkEP_MPNAML_no_chr21amp	0.0207109894288557
7632	GTF2F1(+)	MkEP_MPNAML_no_chr21amp	0.184306723096715
7634	GTF3A(+)	MkEP_MPNAML_no_chr21amp	1.024069764322
7635	HBP1(+)	MkEP_MPNAML_no_chr21amp	0.125992840131452
7637	HDAC2(+)	MkEP_MPNAML_no_chr21amp	1.05716248171595
7639	HES6(+)	MkEP_MPNAML_no_chr21amp	0.564070327557174
7640	HES7(+)	MkEP_MPNAML_no_chr21amp	1.14175107295685
7644	HMGA1(+)	MkEP_MPNAML_no_chr21amp	0.987389389584612
7645	HMGB3(+)	MkEP_MPNAML_no_chr21amp	0.593150239001742
7646	HNF4A(+)	MkEP_MPNAML_no_chr21amp	0.248552468154939
7648	HOXA10(+)	MkEP_MPNAML_no_chr21amp	1.02237515296702
7649	HOXA2(+)	MkEP_MPNAML_no_chr21amp	0.204067584182143
7650	HOXA3(+)	MkEP_MPNAML_no_chr21amp	0.0945625458589729
7654	HOXA9(+)	MkEP_MPNAML_no_chr21amp	0.145538181157416
7655	HOXB2(+)	MkEP_MPNAML_no_chr21amp	0.793903666816645
7656	HOXB5(+)	MkEP_MPNAML_no_chr21amp	0.379150017934611
7659	HSF5(+)	MkEP_MPNAML_no_chr21amp	1.83589496385784
7676	JUND(+)	MkEP_MPNAML_no_chr21amp	0.276612881173488
7677	KDM5A(+)	MkEP_MPNAML_no_chr21amp	0.0440928844342401
7678	KLF1(+)	MkEP_MPNAML_no_chr21amp	0.590674755170907
7690	KLRG1(+)	MkEP_MPNAML_no_chr21amp	1.13488802162776
7700	MAX(+)	MkEP_MPNAML_no_chr21amp	0.212210486258283
7701	MAZ(+)	MkEP_MPNAML_no_chr21amp	1.03204820296919
7704	MEF2C(+)	MkEP_MPNAML_no_chr21amp	0.367063616983407
7705	MGA(+)	MkEP_MPNAML_no_chr21amp	0.665183781285869
7706	MIXL1(+)	MkEP_MPNAML_no_chr21amp	0.0438585809341135
7713	MXD4(+)	MkEP_MPNAML_no_chr21amp	0.0821409637796769
7715	MYB(+)	MkEP_MPNAML_no_chr21amp	0.934957388387769
7717	MYC(+)	MkEP_MPNAML_no_chr21amp	1.41209030005988
7718	MYEF2(+)	MkEP_MPNAML_no_chr21amp	0.0519651011813653
7719	MZF1(+)	MkEP_MPNAML_no_chr21amp	2.22950640635747
7721	NFATC2(+)	MkEP_MPNAML_no_chr21amp	0.3349520703122
7734	NR2F6(+)	MkEP_MPNAML_no_chr21amp	0.348017094201106
7735	NR5A1(+)	MkEP_MPNAML_no_chr21amp	1.20804425554971
7742	PBX1(+)	MkEP_MPNAML_no_chr21amp	2.27102303693919
7743	PBX3(+)	MkEP_MPNAML_no_chr21amp	0.461780883044973
7745	PDLIM5(+)	MkEP_MPNAML_no_chr21amp	1.13136847059978
7749	POLE3(+)	MkEP_MPNAML_no_chr21amp	0.29428733883609
7751	POLR2A(+)	MkEP_MPNAML_no_chr21amp	0.377222630602151
7753	POLR3G(+)	MkEP_MPNAML_no_chr21amp	1.59589060234972
7760	POU6F1(+)	MkEP_MPNAML_no_chr21amp	0.143741379396539
7767	PRDM5(+)	MkEP_MPNAML_no_chr21amp	0.55832318866351
7768	PRKAA1(+)	MkEP_MPNAML_no_chr21amp	0.0657963651045045
7769	PRRX2(+)	MkEP_MPNAML_no_chr21amp	0.0745264487975898
7771	RAD21(+)	MkEP_MPNAML_no_chr21amp	0.494050722418918
7773	RARB(+)	MkEP_MPNAML_no_chr21amp	1.05689856807977
7780	REST(+)	MkEP_MPNAML_no_chr21amp	0.723388092096152
7785	RFXANK(+)	MkEP_MPNAML_no_chr21amp	0.679985504637976
7786	RHOXF1(+)	MkEP_MPNAML_no_chr21amp	0.791608987491746
7794	SIN3A(+)	MkEP_MPNAML_no_chr21amp	0.120980498334993
7796	SIX4(+)	MkEP_MPNAML_no_chr21amp	0.633694677295524
7800	SMARCA4(+)	MkEP_MPNAML_no_chr21amp	0.804997665032629
7802	SOX13(+)	MkEP_MPNAML_no_chr21amp	0.280991259593965
7805	SOX4(+)	MkEP_MPNAML_no_chr21amp	1.04843330427249
7808	SOX7(+)	MkEP_MPNAML_no_chr21amp	2.76991948546114
7820	STAT3(+)	MkEP_MPNAML_no_chr21amp	0.0336689381785554
7822	STAT5A(+)	MkEP_MPNAML_no_chr21amp	1.56607039589302
7823	STAT5B(+)	MkEP_MPNAML_no_chr21amp	1.28208966492174
7826	SUZ12(+)	MkEP_MPNAML_no_chr21amp	0.533949514253772
7828	TAF7(+)	MkEP_MPNAML_no_chr21amp	1.47864777806562
7829	TAL1(+)	MkEP_MPNAML_no_chr21amp	0.426200842786355
7832	TBX6(+)	MkEP_MPNAML_no_chr21amp	0.270010285365701
7833	TCF12(+)	MkEP_MPNAML_no_chr21amp	0.0926904794341432
7836	TCF4(+)	MkEP_MPNAML_no_chr21amp	0.0194399652306933
7838	TEAD2(+)	MkEP_MPNAML_no_chr21amp	0.217797521985064
7840	TEAD4(+)	MkEP_MPNAML_no_chr21amp	0.928968041679349
7841	TFAP2A(+)	MkEP_MPNAML_no_chr21amp	1.68237084615745
7843	TFDP1(+)	MkEP_MPNAML_no_chr21amp	0.351468797316502
7847	TP53(+)	MkEP_MPNAML_no_chr21amp	1.13963013461358
7848	TWIST1(+)	MkEP_MPNAML_no_chr21amp	1.13316747350392
7849	UBTF(+)	MkEP_MPNAML_no_chr21amp	1.22993088259259
7854	VEZF1(+)	MkEP_MPNAML_no_chr21amp	0.526643773298761
7855	WRNIP1(+)	MkEP_MPNAML_no_chr21amp	0.944390642440106
7856	WT1(+)	MkEP_MPNAML_no_chr21amp	0.892083276217838
7857	XBP1(+)	MkEP_MPNAML_no_chr21amp	0.0213242915541661
7859	YBX1(+)	MkEP_MPNAML_no_chr21amp	0.692170370689616
7860	YEATS4(+)	MkEP_MPNAML_no_chr21amp	0.215072769505473
7861	YY1(+)	MkEP_MPNAML_no_chr21amp	0.760152741758598
7863	ZBTB5(+)	MkEP_MPNAML_no_chr21amp	0.335875362032266
7867	ZFP57(+)	MkEP_MPNAML_no_chr21amp	2.22133246321854
7868	ZFP62(+)	MkEP_MPNAML_no_chr21amp	0.636766904939114
7871	ZNF132(+)	MkEP_MPNAML_no_chr21amp	0.0388943047964136
7874	ZNF18(+)	MkEP_MPNAML_no_chr21amp	1.65658527390078
7875	ZNF195(+)	MkEP_MPNAML_no_chr21amp	0.251257326935564
7876	ZNF215(+)	MkEP_MPNAML_no_chr21amp	0.228739724024453
7879	ZNF311(+)	MkEP_MPNAML_no_chr21amp	0.653487830521634
7881	ZNF324(+)	MkEP_MPNAML_no_chr21amp	0.510191644269051
7883	ZNF418(+)	MkEP_MPNAML_no_chr21amp	0.342826703177885
7886	ZNF525(+)	MkEP_MPNAML_no_chr21amp	0.269211942214666
7888	ZNF563(+)	MkEP_MPNAML_no_chr21amp	0.241346874304489
7889	ZNF575(+)	MkEP_MPNAML_no_chr21amp	1.00297089566331
7890	ZNF624(+)	MkEP_MPNAML_no_chr21amp	1.12942891932109
7892	ZNF711(+)	MkEP_MPNAML_no_chr21amp	1.21436672023078
7896	ZSCAN32(+)	MkEP_MPNAML_no_chr21amp	0.0911313242735664
7897	AHRR(+)	MPP_HC_no_chr21amp	0.201988008449555
7901	ARNT(+)	MPP_HC_no_chr21amp	0.562966586599845
7905	ATF2(+)	MPP_HC_no_chr21amp	1.52852528417129
7906	ATF3(+)	MPP_HC_no_chr21amp	0.171230951087581
7913	BCL11A(+)	MPP_HC_no_chr21amp	0.599025226675077
7916	BCLAF1(+)	MPP_HC_no_chr21amp	0.168109940141607
7917	BDP1(+)	MPP_HC_no_chr21amp	0.728864467693313
7919	BRCA1(+)	MPP_HC_no_chr21amp	0.10410582986144
7920	BRF1(+)	MPP_HC_no_chr21amp	1.3957573047433
7925	CEBPG(+)	MPP_HC_no_chr21amp	0.37271291019478
7928	CHD1(+)	MPP_HC_no_chr21amp	0.66715840321375
7929	CHD2(+)	MPP_HC_no_chr21amp	1.18673778921259
7930	CIC(+)	MPP_HC_no_chr21amp	0.102137152902415
7931	CLOCK(+)	MPP_HC_no_chr21amp	0.0411470153379458
7932	CREB1(+)	MPP_HC_no_chr21amp	0.266052056976378
7934	CREB3L1(+)	MPP_HC_no_chr21amp	1.03477403724626
7935	CREB3L2(+)	MPP_HC_no_chr21amp	0.979001681501211
7939	CTCF(+)	MPP_HC_no_chr21amp	0.494357625778848
7940	CUX1(+)	MPP_HC_no_chr21amp	1.10816067902859
7948	E2F3(+)	MPP_HC_no_chr21amp	0.604938596018338
7952	E2F8(+)	MPP_HC_no_chr21amp	0.0410985378374435
7957	ELF1(+)	MPP_HC_no_chr21amp	0.681327416145376
7958	ELF2(+)	MPP_HC_no_chr21amp	0.67865165433664
7961	ELK3(+)	MPP_HC_no_chr21amp	1.02368258558671
7966	ETS1(+)	MPP_HC_no_chr21amp	0.649550416198464
7967	ETS2(+)	MPP_HC_no_chr21amp	0.36796573960142
7971	ETV6(+)	MPP_HC_no_chr21amp	0.653820706339662
7973	EZH2(+)	MPP_HC_no_chr21amp	0.641016174501847
7974	FLI1(+)	MPP_HC_no_chr21amp	0.500544710156636
7977	FOSL1(+)	MPP_HC_no_chr21amp	0.265838194663766
7980	FOXC1(+)	MPP_HC_no_chr21amp	1.00473959365458
7981	FOXD2(+)	MPP_HC_no_chr21amp	0.311812614408533
7983	FOXJ1(+)	MPP_HC_no_chr21amp	0.643101870335754
7985	FOXJ3(+)	MPP_HC_no_chr21amp	1.40345812496564
7986	FOXK1(+)	MPP_HC_no_chr21amp	0.430274257708886
7987	FOXK2(+)	MPP_HC_no_chr21amp	1.28517598598548
7990	FOXN3(+)	MPP_HC_no_chr21amp	0.950242551643967
7991	FOXO1(+)	MPP_HC_no_chr21amp	0.288127102108384
7994	FOXO6(+)	MPP_HC_no_chr21amp	0.608551354581481
7995	FOXP1(+)	MPP_HC_no_chr21amp	0.768782617697582
8000	GATA3(+)	MPP_HC_no_chr21amp	0.0629102976671086
8006	GSC(+)	MPP_HC_no_chr21amp	0.879399138360472
8007	GTF2B(+)	MPP_HC_no_chr21amp	0.436181624858079
8010	GTF3A(+)	MPP_HC_no_chr21amp	0.431127136644423
8011	HBP1(+)	MPP_HC_no_chr21amp	1.24763452155868
8013	HDAC2(+)	MPP_HC_no_chr21amp	0.167801255282476
8016	HES7(+)	MPP_HC_no_chr21amp	0.650688434833598
8019	HIVEP2(+)	MPP_HC_no_chr21amp	0.90365968346112
8024	HOXA10(+)	MPP_HC_no_chr21amp	0.0857824774831345
8025	HOXA2(+)	MPP_HC_no_chr21amp	1.47169161604357
8026	HOXA3(+)	MPP_HC_no_chr21amp	1.61791512207959
8028	HOXA5(+)	MPP_HC_no_chr21amp	1.05158440442861
8029	HOXA6(+)	MPP_HC_no_chr21amp	1.27744370533097
8030	HOXA9(+)	MPP_HC_no_chr21amp	0.388723054029185
8031	HOXB2(+)	MPP_HC_no_chr21amp	0.360940840116968
8032	HOXB5(+)	MPP_HC_no_chr21amp	0.333677349531075
8033	HOXB6(+)	MPP_HC_no_chr21amp	0.461517860235834
8034	HOXB9(+)	MPP_HC_no_chr21amp	1.13996287444699
8037	IKZF1(+)	MPP_HC_no_chr21amp	0.374801241547418
8039	IRF1(+)	MPP_HC_no_chr21amp	0.435012628257362
8045	IRX1(+)	MPP_HC_no_chr21amp	0.755757556118073
8046	IRX2(+)	MPP_HC_no_chr21amp	0.204456433793376
8047	IRX5(+)	MPP_HC_no_chr21amp	0.887791027344665
8050	JUN(+)	MPP_HC_no_chr21amp	0.359896103953475
8052	JUND(+)	MPP_HC_no_chr21amp	0.262421680102735
8053	KDM5A(+)	MPP_HC_no_chr21amp	1.43479234830611
8067	LEF1(+)	MPP_HC_no_chr21amp	0.340993458624056
8068	LHX6(+)	MPP_HC_no_chr21amp	0.288542824267159
8073	MAFF(+)	MPP_HC_no_chr21amp	0.524882197509053
8076	MAX(+)	MPP_HC_no_chr21amp	1.45899641918793
8078	MECP2(+)	MPP_HC_no_chr21amp	0.324761334665727
8079	MEF2A(+)	MPP_HC_no_chr21amp	0.0647380808122337
8089	MXD4(+)	MPP_HC_no_chr21amp	0.671001221321363
8091	MYB(+)	MPP_HC_no_chr21amp	0.295163630687093
8092	MYBL1(+)	MPP_HC_no_chr21amp	0.141152891058597
8093	MYC(+)	MPP_HC_no_chr21amp	0.0428062286393423
8096	NFATC1(+)	MPP_HC_no_chr21amp	0.207173547311817
